round,ligand_id,smiles,MW,cLogP,logD7.4,logD7.4_est,TPSA,HBD,HBA,RotB,logS_ESOL_est,efflux_risk_0to2,E_dock,CNS_MPO_TE2052,Ki_note
R3,emap3_Bn-3OMe_4F_OCH2CH2CH2CHF2,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F,543.546,4.086,,3.323,91.480,0,6,12,-4.992,2,-5.945,3.600,
R3,emap3_Bn-3OMe_4F_CH2CH2CF2CF3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,549.500,4.357,,3.671,82.250,0,5,9,-5.398,1,-6.251,4.200,
R3,emap3_Bn-3OMe_4F_CH2CF2CF3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,535.473,4.487,,3.801,82.250,0,5,8,-5.459,1,-6.512,4.200,
R3,emap3_Bn-3OMe_4F_CH2CH2CH2CF2CF3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F,563.527,4.747,,4.061,82.250,0,5,10,-5.664,2,-6.588,2.400,
R3,emap3_Bn-3OMe_4F_CH2CH2CF2CH3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C,495.530,3.814,,3.129,82.250,0,5,9,-4.721,0,-6.216,5.400,
R3,emap3_Bn-3OMe_4F_OCH2CF2CF3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F,565.499,4.288,,3.526,91.480,0,6,10,-5.388,2,-5.505,3.000,
R3,emap3_Bn-3OMe_4F_OCH2CF2CH3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C,511.529,3.746,,2.984,91.480,0,6,10,-4.711,2,-6.210,4.200,
R3,emap3_Bn-3OMe_4F_OCH2CH2CF2CF3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F,579.526,4.331,,3.569,91.480,0,6,11,-5.436,2,-5.610,3.000,
R3,emap3_Bn-3OMe_4F_CH2CF2CH2F,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF,499.493,3.894,,3.209,82.250,0,5,9,-4.796,0,-5.887,5.400,
R3,emap3_Bn-3OMe_4F_CH2CH2CF2CH2F,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF,513.520,3.764,,3.079,82.250,0,5,10,-4.735,1,-6.030,4.800,
R3,emap3_Bn-3OMe_4F_OCH2CF2CH2F,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF,529.519,3.696,,2.933,91.480,0,6,11,-4.725,2,-5.987,4.200,
R3,emap3_Bn-3OMe_4F_CH2CH2CF2CH2CHF2,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F,531.510,4.060,,3.374,82.250,0,5,10,-5.033,1,-5.736,4.200,
R3,emap3_Bn-3OMe_4F_CH2CH2CF2CH2CF3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,549.500,4.357,,3.671,82.250,0,5,9,-5.398,1,-6.229,4.200,
R3,emap3_Bn-3OMe_4F_OCH2CH2CF2CH2F,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF,543.546,3.738,,2.976,91.480,0,6,12,-4.773,2,-6.166,4.200,
R3,emap3_Bn-3OMe_4F_CH2CH2CF2CH2CH2F,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF,527.547,4.154,,3.469,82.250,0,5,11,-5.002,1,-5.975,4.200,
R3,emap3_Bn-3OMe_4F_CH2CF2CH2CH2F,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF,513.520,4.284,,3.599,82.250,0,5,10,-5.063,1,-5.870,4.200,
R3,emap3_Bn-3OMe_4F_CH2CF2CH2CHF2,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F,517.483,4.190,,3.504,82.250,0,5,9,-5.094,1,-5.506,4.200,
R3,emap3_Bn-3OMe_4F_CH2CF2CH2CF3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,535.473,4.487,,3.801,82.250,0,5,8,-5.459,1,-6.412,4.200,
R3,emap3_Bn-3OMe_4F_OCH2CF2CH2CH2F,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF,543.546,4.086,,3.323,91.480,0,6,12,-4.992,2,-5.260,3.600,
R3,emap3_Bn-3OMe_4F_OCH2CH2CF2CH2CH2F,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF,557.573,4.128,,3.366,91.480,0,6,13,-5.040,2,-6.002,3.000,
R3,emap3_Bn-3OMe_4F_CH2CH2CF2CH2CH2CHF2,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F,545.537,4.450,,3.764,82.250,0,5,11,-5.300,1,-6.255,4.200,
R3,emap3_Bn-3OMe_4F_CH2CH2CF2CH2CH2CF3,CCN(Cc1c(OC)ccc(F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F,563.527,4.747,,4.061,82.250,0,5,10,-5.664,2,-6.404,2.400,
R3,emap3_Bn-3F_4CF3_Me,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C,487.457,4.004,,3.395,73.020,0,4,6,-4.989,0,-5.091,4.800,
R3,emap3_Bn-3F_4CF3_Et,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC,501.484,4.487,,3.878,73.020,0,4,7,-5.314,1,-5.325,4.200,
R3,emap3_Bn-3F_4CF3_nPr,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC,515.511,4.877,,4.268,73.020,0,4,8,-5.580,1,-6.614,3.000,
R3,emap3_Bn-3F_4CF3_nBu,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC,529.538,5.267,,4.658,73.020,0,4,9,-5.847,2,-6.436,2.400,
R3,emap3_Bn-3F_4CF3_CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF,505.447,4.394,,3.785,73.020,0,4,7,-5.280,1,-6.733,4.200,
R3,emap3_Bn-3F_4CF3_CH2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF,519.474,4.436,,3.828,73.020,0,4,8,-5.327,1,-6.386,4.200,
R3,emap3_Bn-3F_4CF3_CH2CH2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF,533.501,4.826,,4.218,73.020,0,4,9,-5.594,1,-6.132,3.000,
R3,emap3_Bn-3F_4CF3_CH2CHF2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,523.437,4.862,,4.253,73.020,0,4,7,-5.686,1,-5.045,3.000,
R3,emap3_Bn-3F_4CF3_CH2CH2CHF2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,537.464,4.732,,4.123,73.020,0,4,8,-5.625,1,-5.037,3.000,
R3,emap3_Bn-3F_4CF3_CH2CH2CH2CHF2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F,551.491,5.122,,4.513,73.020,0,4,9,-5.892,2,-6.729,1.800,
R3,emap3_Bn-3F_4CF3_CH2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F,541.427,4.943,,4.334,73.020,0,4,6,-5.915,1,-5.239,3.000,
R3,emap3_Bn-3F_4CF3_CH2CH2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F,555.454,5.029,,4.420,73.020,0,4,7,-5.990,2,-6.913,2.400,
R3,emap3_Bn-3F_4CF3_CH2CH2CH2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F,569.481,5.419,,4.811,73.020,0,4,8,-6.257,2,-6.760,1.800,
R3,emap3_Bn-3F_4CF3_OCH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF,521.446,4.325,,3.640,82.250,0,5,8,-5.270,1,-6.454,4.200,
R3,emap3_Bn-3F_4CF3_OCH2CHF2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,553.463,4.663,,3.978,82.250,0,5,9,-5.615,2,-5.401,3.000,
R3,emap3_Bn-3F_4CF3_OCH2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F,571.453,4.961,,4.275,82.250,0,5,8,-5.980,2,-6.762,2.400,
R3,emap3_Bn-3F_4CF3_OCH2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF,535.473,4.368,,3.682,82.250,0,5,9,-5.318,1,-6.450,4.200,
R3,emap3_Bn-3F_4CF3_OCH2CH2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F,585.480,5.003,,4.318,82.250,0,5,9,-6.028,2,-5.733,2.400,
R3,emap3_Bn-3F_4CF3_OCH2CH2CHF2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,567.490,4.706,,4.020,82.250,0,5,10,-5.663,2,-6.601,2.400,
R3,emap3_Bn-3F_4CF3_OCH2CH2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF,549.500,4.410,,3.725,82.250,0,5,10,-5.365,1,-5.447,4.200,
R3,emap3_Bn-3F_4CF3_OCH2CH2CH2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F,599.507,5.393,,4.708,82.250,0,5,10,-6.295,2,-5.897,1.800,
R3,emap3_Bn-3F_4CF3_CH2SiMe3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C,559.640,5.344,,4.736,73.020,0,4,8,-6.148,2,-6.406,1.800,
R3,emap3_Bn-3F_4CF3_CH2CH2SiMe3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC[Si](C)(C)C,573.667,5.805,,5.196,73.020,0,4,9,-6.460,2,-6.572,1.800,
R3,emap3_Bn-3F_4CF3_OSiMe3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)O[Si](C)(C)C,561.612,4.730,,4.045,82.250,0,5,8,-5.774,2,-6.399,2.400,
R3,emap3_Bn-3F_4CF3_CH2SiEt3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](CC)(CC)CC,601.721,6.514,,5.906,73.020,0,4,11,-6.949,2,-5.284,1.800,
R3,emap3_Bn-3F_4CF3_tBu,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(C)(C)C,529.538,5.222,,4.613,73.020,0,4,6,-6.017,2,-5.160,2.400,
R3,emap3_Bn-3F_4CF3_BnCH2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)Cc1ccccc1C,577.582,5.823,,5.215,73.020,0,4,8,-6.562,2,-5.974,1.800,
R3,emap3_Bn-3F_4CF3_PhCH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)c1ccccc1CF,581.545,5.925,,5.317,73.020,0,4,8,-6.651,2,-6.778,1.800,
R3,emap3_Bn-3F_4CF3_OCH2CF2H,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,553.463,4.663,,3.978,82.250,0,5,9,-5.615,2,-6.592,3.000,
R3,emap3_Bn-3F_4CF3_OCH2CH2CF2H,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,567.490,4.706,,4.020,82.250,0,5,10,-5.663,2,-6.610,2.400,
R3,emap3_Bn-3F_4CF3_CH2CF2H,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,523.437,4.862,,4.253,73.020,0,4,7,-5.686,1,-4.991,3.000,
R3,emap3_Bn-3F_4CF3_CH2CH2CF2H,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,537.464,4.732,,4.123,73.020,0,4,8,-5.625,1,-5.027,3.000,
R3,emap3_Bn-3F_4CF3_OCH2CH2CH2CHF2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F,581.517,5.096,,4.410,82.250,0,5,11,-5.930,2,-5.820,2.400,
R3,emap3_Bn-3F_4CF3_CH2CH2CF2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,587.471,5.367,,4.759,73.020,0,4,8,-6.336,2,-5.689,1.800,
R3,emap3_Bn-3F_4CF3_CH2CF2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,573.444,5.497,,4.889,73.020,0,4,7,-6.396,2,-5.752,1.800,
R3,emap3_Bn-3F_4CF3_CH2CH2CH2CF2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F,601.498,5.757,,5.149,73.020,0,4,9,-6.602,2,-6.315,1.800,
R3,emap3_Bn-3F_4CF3_CH2CH2CF2CH3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C,533.501,4.825,,4.216,73.020,0,4,8,-5.659,1,-6.665,3.000,
R3,emap3_Bn-3F_4CF3_OCH2CF2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F,603.470,5.299,,4.613,82.250,0,5,9,-6.326,2,-6.005,1.800,
R3,emap3_Bn-3F_4CF3_OCH2CF2CH3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C,549.500,4.756,,4.071,82.250,0,5,9,-5.649,1,-5.610,3.000,
R3,emap3_Bn-3F_4CF3_OCH2CH2CF2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F,617.497,5.341,,4.656,82.250,0,5,10,-6.373,2,-5.638,1.800,
R3,emap3_Bn-3F_4CF3_CH2CF2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF,537.464,4.904,,4.296,73.020,0,4,8,-5.734,1,-4.993,3.000,
R3,emap3_Bn-3F_4CF3_CH2CH2CF2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF,551.491,4.774,,4.166,73.020,0,4,9,-5.673,2,-6.794,2.400,
R3,emap3_Bn-3F_4CF3_OCH2CF2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF,567.490,4.706,,4.020,82.250,0,5,10,-5.663,2,-5.777,2.400,
R3,emap3_Bn-3F_4CF3_CH2CH2CF2CH2CHF2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F,569.481,5.070,,4.461,73.020,0,4,9,-5.971,2,-6.897,2.400,
R3,emap3_Bn-3F_4CF3_CH2CH2CF2CH2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,587.471,5.367,,4.759,73.020,0,4,8,-6.336,2,-6.095,1.800,
R3,emap3_Bn-3F_4CF3_OCH2CH2CF2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF,581.517,4.748,,4.063,82.250,0,5,11,-5.711,2,-5.758,2.400,
R3,emap3_Bn-3F_4CF3_CH2CH2CF2CH2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF,565.518,5.164,,4.556,73.020,0,4,10,-5.940,2,-6.373,1.800,
R3,emap3_Bn-3F_4CF3_CH2CF2CH2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF,551.491,5.294,,4.686,73.020,0,4,9,-6.001,2,-5.624,1.800,
R3,emap3_Bn-3F_4CF3_CH2CF2CH2CHF2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F,555.454,5.200,,4.591,73.020,0,4,8,-6.032,2,-6.848,1.800,
R3,emap3_Bn-3F_4CF3_CH2CF2CH2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,573.444,5.497,,4.889,73.020,0,4,7,-6.396,2,-5.772,1.800,
R3,emap3_Bn-3F_4CF3_OCH2CF2CH2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF,581.517,5.096,,4.410,82.250,0,5,11,-5.930,2,-5.514,2.400,
R3,emap3_Bn-3F_4CF3_OCH2CH2CF2CH2CH2F,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF,595.544,5.138,,4.453,82.250,0,5,12,-5.978,2,-5.689,2.400,
R3,emap3_Bn-3F_4CF3_CH2CH2CF2CH2CH2CHF2,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F,583.508,5.460,,4.851,73.020,0,4,10,-6.237,2,-5.931,1.800,
R3,emap3_Bn-3F_4CF3_CH2CH2CF2CH2CH2CF3,CCN(Cc1c(F)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F,601.498,5.757,,5.149,73.020,0,4,9,-6.602,2,-6.871,1.800,
R3,emap3_Bn-3Cl_4CF3_Me,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C,503.912,4.518,,3.909,73.020,0,4,6,-5.415,1,-5.128,3.600,
R3,emap3_Bn-3Cl_4CF3_Et,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC,517.939,5.001,,4.392,73.020,0,4,7,-5.740,1,-4.989,3.000,
R3,emap3_Bn-3Cl_4CF3_nPr,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC,531.966,5.391,,4.782,73.020,0,4,8,-6.006,2,-4.865,2.400,
R3,emap3_Bn-3Cl_4CF3_nBu,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC,545.993,5.781,,5.173,73.020,0,4,9,-6.273,2,-4.989,2.400,
R3,emap3_Bn-3Cl_4CF3_CH2F,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF,521.902,4.908,,4.299,73.020,0,4,7,-5.706,1,-6.786,3.000,
R3,emap3_Bn-3Cl_4CF3_CH2CH2F,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF,535.929,4.950,,4.342,73.020,0,4,8,-5.754,1,-4.895,3.000,
R3,emap3_Bn-3Cl_4CF3_CH2CH2CH2F,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF,549.956,5.341,,4.732,73.020,0,4,9,-6.020,2,-4.883,2.400,
R3,emap3_Bn-3Cl_4CF3_CH2CHF2,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,539.892,5.376,,4.768,73.020,0,4,7,-6.112,2,-5.040,2.400,
R3,emap3_Bn-3Cl_4CF3_CH2CH2CHF2,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,553.919,5.246,,4.638,73.020,0,4,8,-6.051,2,-5.092,1.800,
R3,emap3_Bn-3Cl_4CF3_CH2CH2CH2CHF2,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F,567.946,5.636,,5.028,73.020,0,4,9,-6.318,2,-5.769,1.800,
R3,emap3_Bn-3Cl_4CF3_CH2CF3,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F,557.882,5.457,,4.849,73.020,0,4,6,-6.341,2,-5.704,1.800,
R3,emap3_Bn-3Cl_4CF3_CH2CH2CF3,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F,571.909,5.543,,4.935,73.020,0,4,7,-6.416,2,-7.037,1.800,
R3,emap3_Bn-3Cl_4CF3_CH2CH2CH2CF3,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F,585.936,5.933,,5.325,73.020,0,4,8,-6.683,2,-6.814,1.800,
R3,emap3_Bn-3Cl_4CF3_OCH2F,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF,537.901,4.840,,4.154,82.250,0,5,8,-5.696,1,-4.814,3.000,
R3,emap3_Bn-3Cl_4CF3_OCH2CHF2,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,569.918,5.178,,4.492,82.250,0,5,9,-6.041,2,-4.973,2.400,
R3,emap3_Bn-3Cl_4CF3_OCH2CF3,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F,587.908,5.475,,4.789,82.250,0,5,8,-6.406,2,-6.787,1.800,
R3,emap3_Bn-3Cl_4CF3_OCH2CH2F,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF,551.928,4.882,,4.197,82.250,0,5,9,-5.744,2,-6.319,2.400,
R3,emap3_Bn-3Cl_4CF3_OCH2CH2CF3,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F,601.935,5.517,,4.832,82.250,0,5,9,-6.454,2,-6.048,1.800,
R3,emap3_Bn-3Cl_4CF3_OCH2CH2CHF2,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,583.945,5.220,,4.535,82.250,0,5,10,-6.089,2,-4.951,1.800,
R3,emap3_Bn-3Cl_4CF3_OCH2CH2CH2F,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF,565.955,4.925,,4.239,82.250,0,5,10,-5.791,2,-5.335,2.400,
R3,emap3_Bn-3Cl_4CF3_OCH2CH2CH2CF3,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F,615.962,5.907,,5.222,82.250,0,5,10,-6.721,2,-5.898,1.800,
R3,emap3_Bn-3Cl_4CF3_CH2SiMe3,CCN(Cc1c(Cl)ccc(C(F)(F)F)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C,576.095,5.858,,5.250,73.020,0,4,8,-6.575,2,-5.307,1.800,
